Mouse.Gene,Human.Gene,Uniprot ID,Protein Name,Protein description,LPS avg abundance,PBS avg abundance,Differentially Expressed?,logFC (LPS_vs_PBS),P.Value (LPS_vs_PBS),adj.P.Value (LPS_vs_PBS)
Gdpd5,GDPD5,Q640M6,GDPD5_MOUSE,Glycerophosphodiester phosphodiesterase domain-containing protein 5,6297,6337,No,0.01,0.970434,0.999933
Gemin5,GEMIN5,Q8BX17,GEMI5_MOUSE,Gem-associated protein 5,286765,207766,No,0.50,0.455767,0.999933
Get1,NA,Q8K0D7,GET1_MOUSE,Guided entry of tail-anchored proteins factor 1,5235,5113,No,-0.07,0.845840,0.999933
Get3,NA,O54984,GET3_MOUSE,ATPase GET3,6786,7797,No,-0.15,0.641731,0.999933
Gfap,GFAP,P03995,GFAP_MOUSE,Glial fibrillary acidic protein,1140379,1113056,No,0.06,0.840788,0.999933
Gfm1,GFM1,Q8K0D5,EFGM_MOUSE,"Elongation factor G, mitochondrial",7627,7538,No,0.03,0.922657,0.999933
Gfod1,GFOD1,Q3UHD2,GFOD1_MOUSE,Glucose-fructose oxidoreductase domain-containing protein 1,8074,9954,No,-0.28,0.425279,0.999933
Ggct,GGCT,Q9D7X8,GGCT_MOUSE,Gamma-glutamylcyclotransferase,4683,6611,No,-0.52,0.194305,0.999933
Ggt7,GGT7,Q99JP7,GGT7_MOUSE,Glutathione hydrolase 7,18451,15939,No,0.26,0.316762,0.999933
Ghitm,GHITM,Q91VC9,GHITM_MOUSE,Growth hormone-inducible transmembrane protein,44043,41011,No,0.10,0.616605,0.999933
Gipc1,GIPC1,Q9Z0G0,GIPC1_MOUSE,PDZ domain-containing protein GIPC1,8331,8343,No,0.06,0.847877,0.999933
Git1,GIT1,Q68FF6,GIT1_MOUSE,ARF GTPase-activating protein GIT1,12571,12042,No,0.08,0.758898,0.999933
Gja1,GJA1,P23242,CXA1_MOUSE,Gap junction alpha-1 protein,76395,68451,No,0.17,0.474545,0.999933
Gjb1,GJB1,P28230,CXB1_MOUSE,Gap junction beta-1 protein,5710,5977,No,-0.11,0.758264,0.999933
Gjb6,GJB6,P70689,CXB6_MOUSE,Gap junction beta-6 protein,20547,20951,No,0.00,0.998717,0.999933
Gjc3,GJC3,Q921C1,CXG3_MOUSE,Gap junction gamma-3 protein,28787,32015,No,-0.18,0.500050,0.999933
Gk,GK3P,Q64516,GLPK_MOUSE,Glycerol kinase,18273,15352,No,0.30,0.300268,0.999933
Glo1,GLO1,Q9CPU0,LGUL_MOUSE,Lactoylglutathione lyase,13253,15142,No,-0.20,0.599062,0.999933
Glod4,GLOD4,Q9CPV4,GLOD4_MOUSE,Glyoxalase domain-containing protein 4,7116,4161,Up with LPS,0.80,0.036057,0.999933
Glrx3,GLRX3,Q9CQM9,GLRX3_MOUSE,Glutaredoxin-3,3293,11750,No,-1.35,0.063131,0.999933
Gls,GLS,D3Z7P3,GLSK_MOUSE,"Glutaminase kidney isoform, mitochondrial",25440,27170,No,-0.03,0.918229,0.999933
Gls2,GLS2,Q571F8,GLSL_MOUSE,"Glutaminase liver isoform, mitochondrial",11920,13403,No,0.01,0.987078,0.999933
Glud1,GLUD1,P26443,DHE3_MOUSE,"Glutamate dehydrogenase 1, mitochondrial",39506,42113,No,-0.06,0.808356,0.999933
Glul,GLUL,P15105,GLNA_MOUSE,Glutamine synthetase,188533,186983,No,0.05,0.832602,0.999933
Gna11,GNA11,P21278,GNA11_MOUSE,Guanine nucleotide-binding protein subunit alpha-11,14237,12038,No,0.41,0.280925,0.999933
Gna12,GNA12,P27600,GNA12_MOUSE,Guanine nucleotide-binding protein subunit alpha-12,8610,7146,No,0.15,0.672811,0.999933
Gna13,GNA13,P27601,GNA13_MOUSE,Guanine nucleotide-binding protein subunit alpha-13,33477,34049,No,-0.01,0.975881,0.999933
Gnai1,GNAI1,B2RSH2,GNAI1_MOUSE,Guanine nucleotide-binding protein G(i) subunit alpha-1,92008,93511,No,0.03,0.915870,0.999933
Gnai2,GNAI2,P08752,GNAI2_MOUSE,Guanine nucleotide-binding protein G(i) subunit alpha-2,37313,35500,No,0.14,0.653455,0.999933
Gnai3,GNAI3,Q9DC51,GNAI3_MOUSE,Guanine nucleotide-binding protein G(i) subunit alpha-3,14483,13725,No,0.16,0.683393,0.999933
Gnao1,GNAO1,P18872,GNAO_MOUSE,Guanine nucleotide-binding protein G(o) subunit alpha,1596844,1391835,No,0.21,0.474696,0.999933
Gnaq,GNAQ,P21279,GNAQ_MOUSE,Guanine nucleotide-binding protein G(q) subunit alpha,37937,38960,No,0.04,0.878056,0.999933
Gnas,GNAS,Q6R0H7,GNAS1_MOUSE,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,10515,12445,No,-0.17,0.531227,0.999933
Gnaz,GNAZ,O70443,GNAZ_MOUSE,Guanine nucleotide-binding protein G(z) subunit alpha,51351,48815,No,0.12,0.663966,0.999933
Gnb1,GNB1,P62874,GBB1_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,93870,88878,No,0.11,0.778192,0.999933
Gnb2,GNB2,P62880,GBB2_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2,233249,194029,No,0.30,0.432621,0.999933
Gnb4,GNB4,P29387,GBB4_MOUSE,Guanine nucleotide-binding protein subunit beta-4,6254,7365,No,-0.12,0.720742,0.999933
Gnb5,GNB5,P62881,GNB5_MOUSE,Guanine nucleotide-binding protein subunit beta-5,11154,10736,No,0.10,0.768543,0.999933
Gng12,GNG12,Q9DAS9,GBG12_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12,29437,24087,No,0.26,0.469949,0.999933
Gng2,GNG2,P63213,GBG2_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,11127,14301,No,-0.24,0.543608,0.999933
Gng3,GNG3,P63216,GBG3_MOUSE,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-3,15271,16346,No,-0.13,0.673997,0.999933
Gnpda1,GNPDA1,O88958,GNPI1_MOUSE,Glucosamine-6-phosphate isomerase 1,4364,12229,No,-0.89,0.117599,0.999933
Golga4,GOLGA4,Q91VW5,GOGA4_MOUSE,Golgin subfamily A member 4,8210,4861,Up with LPS,0.79,0.033403,0.999933
Golga5,GOLGA5,Q9QYE6,GOGA5_MOUSE,Golgin subfamily A member 5,6401,6274,No,0.10,0.744591,0.999933
Gorasp2,GORASP2,Q99JX3,GORS2_MOUSE,Golgi reassembly-stacking protein 2,11551,11078,No,-0.46,0.612167,0.999933
Got1,GOT1,P05201,AATC_MOUSE,"Aspartate aminotransferase, cytoplasmic",21581,21132,No,0.01,0.973657,0.999933
Got2,GOT2,P05202,AATM_MOUSE,"Aspartate aminotransferase, mitochondrial",36640,46729,No,-0.31,0.274004,0.999933
Gpaa1,GPAA1,Q9WTK3,GPAA1_MOUSE,Glycosylphosphatidylinositol anchor attachment 1 protein,26935,22411,No,0.28,0.292560,0.999933
Gpam,GPAM,Q61586,GPAT1_MOUSE,"Glycerol-3-phosphate acyltransferase 1, mitochondrial",7017,6407,No,0.08,0.811685,0.999933
Gpat4,GPAT4,Q8K2C8,GPAT4_MOUSE,Glycerol-3-phosphate acyltransferase 4,7219,8555,No,-0.25,0.241383,0.999933
Gpcpd1,GPCPD1,Q8C0L9,GPCP1_MOUSE,Glycerophosphocholine phosphodiesterase GPCPD1,13569,13395,No,0.16,0.704431,0.999933
Gpd2,GPD2,Q64521,GPDM_MOUSE,"Glycerol-3-phosphate dehydrogenase, mitochondrial",46687,42425,No,0.18,0.459769,0.999933
Gphn,GPHN,Q8BUV3,GEPH_MOUSE,Gephyrin,15429,12328,No,0.31,0.252886,0.999933
Gpi,NA,P06745,G6PI_MOUSE,Glucose-6-phosphate isomerase,31297,24973,No,0.34,0.393903,0.999933
Gpm6a,GPM6A,P35802,GPM6A_MOUSE,Neuronal membrane glycoprotein M6-a,135315,172617,No,-0.34,0.249845,0.999933
Gpm6b,GPM6B,P35803,GPM6B_MOUSE,Neuronal membrane glycoprotein M6-b,328972,334710,No,-0.03,0.926888,0.999933
Gpr107,GPR107,Q8BUV8,GP107_MOUSE,Protein GPR107,8247,9295,No,-0.20,0.411904,0.999933
Gpr158,GPR158,Q8C419,GP158_MOUSE,Probable G-protein coupled receptor 158,64603,64266,No,0.00,0.997787,0.999933
Gpr162,GPR162,Q3UN16,GP162_MOUSE,Probable G-protein coupled receptor 162,24114,22807,No,0.08,0.740782,0.999933
Gpr26,GPR26,Q8BZA7,GPR26_MOUSE,G-protein coupled receptor 26,4128,3300,No,0.27,0.376616,0.999933
Gpr37,GPR37,Q9QY42,GPR37_MOUSE,Prosaposin receptor GPR37,19066,18526,No,0.02,0.954106,0.999933
Gpr37l1,GPR37L1,Q99JG2,G37L1_MOUSE,G-protein coupled receptor 37-like 1,84746,92600,No,-0.15,0.757145,0.999933
Gpr50,GPR50,O88495,MTR1L_MOUSE,Melatonin-related receptor,4552,14627,Down with LPS,-1.55,0.012506,0.999933
Gpr89,NA,Q8BS95,GPHR_MOUSE,Golgi pH regulator,6972,6138,No,0.19,0.540771,0.999933
Gprc5b,GPRC5B,Q923Z0,GPC5B_MOUSE,G-protein coupled receptor family C group 5 member B,19897,19913,No,0.02,0.965383,0.999933
Gprin1,GPRIN1,Q3UNH4,GRIN1_MOUSE,G protein-regulated inducer of neurite outgrowth 1,50522,47739,No,0.08,0.734586,0.999933
Gprin3,GPRIN3,Q8BWS5,GRIN3_MOUSE,G protein-regulated inducer of neurite outgrowth 3,4181,3846,No,0.14,0.640163,0.999933
Gpx4,GPX4,O70325,GPX4_MOUSE,Phospholipid hydroperoxide glutathione peroxidase,17786,14148,No,0.35,0.143846,0.999933
Gramd1b,GRAMD1B,Q80TI0,ASTRB_MOUSE,Protein Aster-B,7273,6036,No,0.35,0.242325,0.999933
Grb2,GRB2,Q60631,GRB2_MOUSE,Growth factor receptor-bound protein 2,8654,10705,No,-0.17,0.686312,0.999933
Gria1,GRIA1,P23818,GRIA1_MOUSE,Glutamate receptor 1,28049,26620,No,0.10,0.692244,0.999933
Gria2,GRIA2,P23819,GRIA2_MOUSE,Glutamate receptor 2,198086,182956,No,0.14,0.506265,0.999933
Gria3,GRIA3,Q9Z2W9,GRIA3_MOUSE,Glutamate receptor 3,47383,45627,No,0.08,0.714880,0.999933
Gria4,GRIA4,Q9Z2W8,GRIA4_MOUSE,Glutamate receptor 4,12408,12496,No,-0.02,0.933717,0.999933
Grid1,GRID1,Q61627,GRID1_MOUSE,"Glutamate receptor ionotropic, delta-1",10331,9788,No,0.09,0.719728,0.999933
Grik2,GRIK2,P39087,GRIK2_MOUSE,"Glutamate receptor ionotropic, kainate 2",6215,6530,No,-0.07,0.786984,0.999933
Grik3,GRIK3,B1AS29,GRIK3_MOUSE,"Glutamate receptor ionotropic, kainate 3",12378,10859,No,0.05,0.893424,0.999933
Grin1,GRIN1,P35438,NMDZ1_MOUSE,"Glutamate receptor ionotropic, NMDA 1",31562,29340,No,0.11,0.615496,0.999933
Grin2a,GRIN2A,P35436,NMDE1_MOUSE,"Glutamate receptor ionotropic, NMDA 2A",16493,14738,No,0.21,0.387247,0.999933
Grin2b,GRIN2B,Q01097,NMDE2_MOUSE,"Glutamate receptor ionotropic, NMDA 2B",20642,18467,No,0.19,0.439138,0.999933
Grk2,GRK2,Q99MK8,ARBK1_MOUSE,Beta-adrenergic receptor kinase 1,8047,8385,No,-0.07,0.834565,0.999933
Grm1,GRM1,P97772,GRM1_MOUSE,Metabotropic glutamate receptor 1,14409,14515,No,-0.01,0.964633,0.999933
Grm2,GRM2,Q14BI2,GRM2_MOUSE,Metabotropic glutamate receptor 2,29452,27618,No,0.16,0.661003,0.999933
Grm3,GRM3,Q9QYS2,GRM3_MOUSE,Metabotropic glutamate receptor 3,89696,85059,No,0.10,0.646453,0.999933
Grm4,GRM4,Q68EF4,GRM4_MOUSE,Metabotropic glutamate receptor 4,16243,6278,No,0.86,0.189256,0.999933
Grm5,GRM5,Q3UVX5,GRM5_MOUSE,Metabotropic glutamate receptor 5,22412,21483,No,0.05,0.847353,0.999933
Grm7,GRM7,Q68ED2,GRM7_MOUSE,Metabotropic glutamate receptor 7,11456,12133,No,-0.03,0.923526,0.999933
Gsdma,GSDMA,Q9EST1,GSDMA_MOUSE,Gasdermin-A,37035,43012,No,0.00,0.997958,0.999933
Gsg1l,GSG1L,D3Z7H4,GSG1L_MOUSE,Germ cell-specific gene 1-like protein,7827,11153,No,-0.49,0.106611,0.999933
Gsk3a,GSK3A,Q2NL51,GSK3A_MOUSE,Glycogen synthase kinase-3 alpha,2321,3825,No,-0.75,0.083411,0.999933
Gsk3b,GSK3B,Q9WV60,GSK3B_MOUSE,Glycogen synthase kinase-3 beta,10514,10076,No,0.01,0.962696,0.999933
Gsn,GSN,P06396,GELS_HUMAN,Gelsolin,10662,8778,No,0.23,0.471066,0.999933
Gspt1,GSPT1,Q8R050,ERF3A_MOUSE,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,18019,16040,No,0.18,0.415860,0.999933
Gsr,GSR,P47791,GSHR_MOUSE,"Glutathione reductase, mitochondrial",7496,7298,No,0.03,0.910248,0.999933
Gss,GSS,P51855,GSHB_MOUSE,Glutathione synthetase,8226,6722,No,0.04,0.946691,0.999933
Gstm1,GSTM5,P10649,GSTM1_MOUSE,Glutathione S-transferase Mu 1,23464,26739,No,-0.21,0.672314,0.999933
Gstm5,GSTM3,P48774,GSTM5_MOUSE,Glutathione S-transferase Mu 5,8453,8119,No,0.06,0.846880,0.999933
Gstm6,NA,O35660,GSTM6_MOUSE,Glutathione S-transferase Mu 6,25039,33035,No,-0.31,0.508350,0.999933
Gstp1,GSTP1,P09211,GSTP1_HUMAN,Glutathione S-transferase P,18341,32776,No,-0.59,0.314251,0.999933
Gtf2f2,GTF2F2,Q8R0A0,T2FB_MOUSE,General transcription factor IIF subunit 2,28961,24468,No,0.27,0.274124,0.999933
Gtf3c4,GTF3C4,Q8BMQ2,TF3C4_MOUSE,General transcription factor 3C polypeptide 4,3183,4011,No,-0.32,0.381064,0.999933
Gtpbp1,GTPBP1,O08582,GTPB1_MOUSE,GTP-binding protein 1,4260,3443,No,0.30,0.413371,0.999933
Gucy1a1,NA,Q9ERL9,GCYA1_MOUSE,Guanylate cyclase soluble subunit alpha-1,11979,10211,No,0.22,0.638959,0.999933
Gucy1b1,NA,O54865,GCYB1_MOUSE,Guanylate cyclase soluble subunit beta-1,11824,11172,No,0.10,0.697896,0.999933
Guf1,GUF1,Q8C3X4,GUF1_MOUSE,"Translation factor Guf1, mitochondrial",4783,4163,No,0.27,0.532985,0.999933
Gulo,NA,P58710,GGLO_MOUSE,L-gulonolactone oxidase,10266,11747,No,-0.24,0.702336,0.999933
Gusb,GUSB,P12265,BGLR_MOUSE,Beta-glucuronidase,4982,4244,No,0.23,0.486006,0.999933
Gys1,GYS1,Q9Z1E4,GYS1_MOUSE,"Glycogen [starch] synthase, muscle",9572,8101,No,0.26,0.308172,0.999933
H1-0,NA,P10922,H10_MOUSE,Histone H1.0,150852,120884,No,0.36,0.156206,0.999933
H1-4,NA,P43274,H14_MOUSE,Histone H1.4,206968,194013,No,0.15,0.573552,0.999933
H1-5,NA,P43276,H15_MOUSE,Histone H1.5,20139,16953,No,0.29,0.256906,0.999933
H4c1,NA,P62806,H4_MOUSE,Histone H4,210863,213285,No,0.00,0.994329,0.999933
Hacd3,HACD3,Q8K2C9,HACD3_MOUSE,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3,72322,57396,No,0.35,0.090300,0.999933
Hadh,HADH,Q61425,HCDH_MOUSE,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",7582,9719,No,-0.38,0.183031,0.999933
Hadha,HADHA,Q8BMS1,ECHA_MOUSE,"Trifunctional enzyme subunit alpha, mitochondrial",29752,28030,No,0.14,0.584515,0.999933
Hadhb,HADHB,Q99JY0,ECHB_MOUSE,"Trifunctional enzyme subunit beta, mitochondrial",31075,28699,No,0.19,0.514280,0.999933
Hagh,HAGH,Q99KB8,GLO2_MOUSE,"Hydroxyacylglutathione hydrolase, mitochondrial",5649,4500,No,0.30,0.467031,0.999933
Hal,HAL,P35492,HUTH_MOUSE,Histidine ammonia-lyase,36981,45454,No,0.10,0.860633,0.999933
Hapln1,HAPLN1,Q9QUP5,HPLN1_MOUSE,Hyaluronan and proteoglycan link protein 1,56810,47205,No,0.25,0.423886,0.999933
Hapln4,HAPLN4,Q80WM4,HPLN4_MOUSE,Hyaluronan and proteoglycan link protein 4,9933,6875,No,0.42,0.355286,0.999933
Hars1,NA,Q61035,HARS1_MOUSE,"Histidine--tRNA ligase, cytoplasmic",8627,8181,No,0.11,0.790274,0.999933
Has1,HAS1,Q61647,HYAS1_MOUSE,Hyaluronan synthase 1,7229,9551,No,-0.15,0.750462,0.999933
Hba,NA,P01942,HBA_MOUSE,Hemoglobin subunit alpha,59766,69529,No,-0.06,0.905726,0.999933
Hbb-b1,NA,P02088,HBB1_MOUSE,Hemoglobin subunit beta-1,107224,123391,No,-0.04,0.951769,0.999933
Hbs1l,HBS1L,Q69ZS7,HBS1L_MOUSE,HBS1-like protein,4094,3065,No,0.41,0.254608,0.999933
Hcfc1,HCFC1,Q61191,HCFC1_MOUSE,Host cell factor 1,8216,7625,No,0.09,0.689593,0.999933
Hcn1,HCN1,O88704,HCN1_MOUSE,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 1,32812,32591,No,0.03,0.894612,0.999933
Hcn2,HCN2,O88703,HCN2_MOUSE,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,34049,35790,No,-0.09,0.724446,0.999933
Hcn3,HCN3,O88705,HCN3_MOUSE,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 3,5379,6921,No,-0.29,0.400044,0.999933
Hdac11,HDAC11,Q91WA3,HDA11_MOUSE,Histone deacetylase 11,12734,11725,No,0.16,0.610702,0.999933
Hdac2,HDAC2,P70288,HDAC2_MOUSE,Histone deacetylase 2,11715,9203,No,0.40,0.294811,0.999933
Hdhd2,HDHD2,Q3UGR5,HDHD2_MOUSE,Haloacid dehalogenase-like hydrolase domain-containing protein 2,8051,6336,No,0.06,0.931260,0.999933
Hdlbp,HDLBP,Q8VDJ3,VIGLN_MOUSE,Vigilin,8480,7750,No,0.31,0.403879,0.999933
Hecw1,HECW1,Q8K4P8,HECW1_MOUSE,E3 ubiquitin-protein ligase HECW1,3804,3004,No,0.38,0.341226,0.999933
Hecw2,HECW2,Q6I6G8,HECW2_MOUSE,E3 ubiquitin-protein ligase HECW2,4633,4229,No,0.10,0.758894,0.999933
Hepacam,HEPACAM,Q640R3,HECAM_MOUSE,Hepatocyte cell adhesion molecule,193237,176044,No,0.12,0.653818,0.999933
Heph,HEPH,Q9Z0Z4,HEPH_MOUSE,Hephaestin,32704,30929,No,0.07,0.821342,0.999933
Hexb,HEXB,P20060,HEXB_MOUSE,Beta-hexosaminidase subunit beta,6873,9202,No,-0.17,0.716627,0.999933
Hgs,HGS,Q99LI8,HGS_MOUSE,Hepatocyte growth factor-regulated tyrosine kinase substrate,3325,3639,No,-0.18,0.604488,0.999933
Hhatl,HHATL,Q9D1G3,HHATL_MOUSE,Protein-cysteine N-palmitoyltransferase HHAT-like protein,14883,12816,No,0.24,0.289893,0.999933
Hibch,HIBCH,Q8QZS1,HIBCH_MOUSE,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",3247,5099,No,-0.06,0.934162,0.999933
Hid1,HID1,Q8R1F6,HID1_MOUSE,Protein HID1,8917,7379,No,0.24,0.355875,0.999933
Hint1,HINT1,P70349,HINT1_MOUSE,Histidine triad nucleotide-binding protein 1,8410,9483,No,0.11,0.846180,0.999933
Hint3,HINT3,Q9CPS6,HINT3_MOUSE,Histidine triad nucleotide-binding protein 3,9953,5482,No,0.40,0.503113,0.999933
Hip1,HIP1,Q8VD75,HIP1_MOUSE,Huntingtin-interacting protein 1,4710,3725,No,0.32,0.272531,0.999933
Hip1r,HIP1R,Q9JKY5,HIP1R_MOUSE,Huntingtin-interacting protein 1-related protein,5091,5796,No,-0.08,0.806470,0.999933
Hipk2,HIPK2,Q9QZR5,HIPK2_MOUSE,Homeodomain-interacting protein kinase 2,14648,13852,No,0.07,0.838119,0.999933
Hk1,HK1,P17710,HXK1_MOUSE,Hexokinase-1,131376,114453,No,0.24,0.361604,0.999933
Hkdc1,HKDC1,Q91W97,HKDC1_MOUSE,Hexokinase HKDC1,8642,8204,No,0.13,0.677365,0.999933
Hlcs,HLCS,Q920N2,BPL1_MOUSE,Biotin--protein ligase,23572,31314,No,-0.35,0.307435,0.999933
Hm13,NA,Q9D8V0,HM13_MOUSE,Minor histocompatibility antigen H13,13207,12102,No,0.06,0.861713,0.999933
Hmox2,HMOX2,O70252,HMOX2_MOUSE,Heme oxygenase 2,9583,9975,No,-0.03,0.908371,0.999933
Hnrnpa1,HNRNPA1,P49312,ROA1_MOUSE,Heterogeneous nuclear ribonucleoprotein A1,11008,12368,No,-0.12,0.719740,0.999933
Hnrnpa2b1,HNRNPA2B1,O88569,ROA2_MOUSE,Heterogeneous nuclear ribonucleoproteins A2/B1,29305,33130,No,-0.16,0.464972,0.999933
Hnrnpa3,HNRNPA3,Q8BG05,ROA3_MOUSE,Heterogeneous nuclear ribonucleoprotein A3,12035,16134,No,-0.35,0.235224,0.999933
Hnrnpab,HNRNPAB,Q99020,ROAA_MOUSE,Heterogeneous nuclear ribonucleoprotein A/B,6006,6981,No,-0.20,0.568453,0.999933
Hnrnpc,HNRNPC,Q9Z204,HNRPC_MOUSE,Heterogeneous nuclear ribonucleoproteins C1/C2,23398,17436,No,0.44,0.079078,0.999933
Hnrnpd,HNRNPD,Q60668,HNRPD_MOUSE,Heterogeneous nuclear ribonucleoprotein D0,5910,7576,No,-0.39,0.222818,0.999933
Hnrnph2,HNRNPH2,P70333,HNRH2_MOUSE,Heterogeneous nuclear ribonucleoprotein H2,12822,9470,No,0.46,0.125035,0.999933
Hnrnpk,HNRNPK,P61979,HNRPK_MOUSE,Heterogeneous nuclear ribonucleoprotein K,14484,17506,No,-0.39,0.197236,0.999933
Hnrnpl,HNRNPL,Q8R081,HNRPL_MOUSE,Heterogeneous nuclear ribonucleoprotein L,10807,11001,No,-0.03,0.910889,0.999933
Hnrnpll,HNRNPLL,Q921F4,HNRLL_MOUSE,Heterogeneous nuclear ribonucleoprotein L-like,10731,10288,No,0.09,0.767983,0.999933
Hnrnpm,HNRNPM,Q9D0E1,HNRPM_MOUSE,Heterogeneous nuclear ribonucleoprotein M,15271,8478,Up with LPS,0.73,0.040223,0.999933
Hnrnpu,HNRNPU,Q8VEK3,HNRPU_MOUSE,Heterogeneous nuclear ribonucleoprotein U,74285,63193,No,0.26,0.394179,0.999933
Hnrnpul2,HNRNPUL2,Q00PI9,HNRL2_MOUSE,Heterogeneous nuclear ribonucleoprotein U-like protein 2,15653,19511,No,-0.34,0.249660,0.999933
Homer1,HOMER1,Q9Z2Y3,HOME1_MOUSE,Homer protein homolog 1,13297,13729,No,-0.08,0.769295,0.999933
Hook2,HOOK2,Q7TMK6,HOOK2_MOUSE,Protein Hook homolog 2,88609,99342,No,0.17,0.777254,0.999933
Hp1bp3,HP1BP3,Q3TEA8,HP1B3_MOUSE,Heterochromatin protein 1-binding protein 3,13158,13828,No,-0.06,0.760959,0.999933
Hpca,HPCA,P84075,HPCA_MOUSE,Neuron-specific calcium-binding protein hippocalcin,14883,16536,No,-0.15,0.591455,0.999933
Hpcal1,HPCAL1,P62748,HPCL1_MOUSE,Hippocalcin-like protein 1,4997,5184,No,-0.03,0.905777,0.999933
Hpcal4,HPCAL4,Q8BGZ1,HPCL4_MOUSE,Hippocalcin-like protein 4,8654,11305,No,-0.40,0.087366,0.999933
Hrh1,HRH1,P70174,HRH1_MOUSE,Histamine H1 receptor,6306,6525,No,-0.04,0.886171,0.999933
Hsd11b1,HSD11B1,P50172,DHI1_MOUSE,Corticosteroid 11-beta-dehydrogenase isozyme 1,8667,7884,No,0.17,0.594977,0.999933
Hsd17b10,HSD17B10,O08756,HCD2_MOUSE,3-hydroxyacyl-CoA dehydrogenase type-2,20179,24511,No,-0.22,0.458923,0.999933
Hsd17b11,HSD17B11,Q9EQ06,DHB11_MOUSE,Estradiol 17-beta-dehydrogenase 11,47050,37902,No,0.36,0.212842,0.999933
Hsd17b12,HSD17B12,O70503,DHB12_MOUSE,Very-long-chain 3-oxoacyl-CoA reductase,42139,33703,No,0.37,0.240591,0.999933
Hsd17b4,HSD17B4,P51660,DHB4_MOUSE,Peroxisomal multifunctional enzyme type 2,44779,41054,No,0.14,0.548996,0.999933
Hsd17b7,HSD17B7,O88736,DHB7_MOUSE,3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7,59118,69866,No,-0.30,0.324853,0.999933
Hsd17b8,NA,P50171,DHB8_MOUSE,(3R)-3-hydroxyacyl-CoA dehydrogenase,3576,3798,No,-0.07,0.815717,0.999933
Hsdl1,HSDL1,Q8BTX9,HSDL1_MOUSE,Inactive hydroxysteroid dehydrogenase-like protein 1,51513,47301,No,0.12,0.565623,0.999933
Hsdl2,HSDL2,Q2TPA8,HSDL2_MOUSE,Hydroxysteroid dehydrogenase-like protein 2,9198,8883,No,0.00,0.989518,0.999933
Hsp90aa1,HSP90AA1,P07901,HS90A_MOUSE,Heat shock protein HSP 90-alpha,17503,18960,No,-0.08,0.800552,0.999933
Hsp90ab1,HSP90AB1,P11499,HS90B_MOUSE,Heat shock protein HSP 90-beta,50778,52700,No,-0.02,0.948957,0.999933
Hsp90b1,HSP90B1,P08113,ENPL_MOUSE,Endoplasmin,15778,15723,No,0.07,0.831539,0.999933
Hspa12a,HSPA12A,Q8K0U4,HS12A_MOUSE,Heat shock 70 kDa protein 12A,24100,23321,No,0.05,0.820608,0.999933
Hspa12b,HSPA12B,Q9CZJ2,HS12B_MOUSE,Heat shock 70 kDa protein 12B,26835,22083,No,0.23,0.406818,0.999933
Hspa2,HSPA2,P17156,HSP72_MOUSE,Heat shock-related 70 kDa protein 2,6656,7967,No,-0.29,0.258811,0.999933
Hspa4,HSPA4,Q61316,HSP74_MOUSE,Heat shock 70 kDa protein 4,23552,22456,No,0.06,0.765242,0.999933
Hspa4l,HSPA4L,P48722,HS74L_MOUSE,Heat shock 70 kDa protein 4L,20684,20470,No,0.00,0.985399,0.999933
Hspa5,HSPA5,P20029,BIP_MOUSE,Endoplasmic reticulum chaperone BiP,21300,21026,No,0.03,0.937467,0.999933
Hspa8,HSPA8,P63017,HSP7C_MOUSE,Heat shock cognate 71 kDa protein,105397,108427,No,-0.03,0.893159,0.999933
Hspa9,HSPA9,P38647,GRP75_MOUSE,"Stress-70 protein, mitochondrial",23655,28959,No,-0.18,0.514918,0.999933
Hspb1,HSPB1,P14602,HSPB1_MOUSE,Heat shock protein beta-1,24859,18167,No,0.34,0.575894,0.999933
Hspd1,HSPD1,P63038,CH60_MOUSE,"60 kDa heat shock protein, mitochondrial",27220,33536,No,-0.25,0.319487,0.999933
Hspe1,HSPE1,Q64433,CH10_MOUSE,"10 kDa heat shock protein, mitochondrial",16089,24099,No,-0.47,0.313054,0.999933
Hspg2,HSPG2,Q05793,PGBM_MOUSE,Basement membrane-specific heparan sulfate proteoglycan core protein,7398,6487,No,0.01,0.976313,0.999933
Hsph1,HSPH1,Q61699,HS105_MOUSE,Heat shock protein 105 kDa,15452,13721,No,0.18,0.423718,0.999933
Htt,HTT,P42859,HD_MOUSE,Huntingtin,7100,7125,No,-0.01,0.972836,0.999933
